portfolio_id,desk_id,office_id_OFF00001001,office_id_OFF00001002,pf_category_A,pf_category_B,pf_category_C,pf_category_D,sold,country_code_M,country_code_N,country_code_T,country_code_U,country_code_Z,euribor_rate,currency_CHF,currency_EUR,currency_GBP,currency_JPY,currency_USD,libor_rate,bought,indicator_code,type_A,type_B,type_C,type_D,type_E,type_F,type_H,hedge_value,status,return,df1,df2
PF00014609,,0,1,0,0,1,0,5896000,1,0,0,0,0,-0.00374,1,0,0,0,0,-0.494990909,5895426.778,1,0,0,0,0,1,0,0,0,1,0.006,0,7
PF00014610,,0,1,0,0,1,0,27302000,1,0,0,0,0,-0.00374,1,0,0,0,0,-0.494990909,27299345.64,1,0,0,0,0,1,0,0,0,1,0.006,0,7
PF00014611,,0,1,0,0,1,0,70279000,1,0,0,0,0,-0.00374,1,0,0,0,0,-0.494990909,70272167.32,1,0,0,0,0,1,0,0,0,1,0.006,0,7
PF00014612,,0,1,0,0,1,0,46860000,1,0,0,0,0,-0.00374,1,0,0,0,0,-0.494990909,46855444.17,1,0,0,0,0,1,0,0,0,1,0.006,0,7
PF00014615,,1,0,1,0,0,0,27500000,0,0,1,0,0,-0.00374,0,0,0,0,1,1.602965,27514062.74,1,1,0,0,0,0,0,0,0,1,-0.0024,-40,97
PF00014616,,1,0,1,0,0,0,4.40E+07,0,0,1,0,0,-0.00374,0,0,0,0,1,1.602965,44008434.95,1,1,0,0,0,0,0,0,0,1,-0.00276,-5,35
PF00014679,,1,0,1,0,0,0,42878000,0,0,1,0,0,-0.00374,0,0,0,0,1,1.602965,42886219.86,1,1,0,0,0,0,0,0,0,1,-0.00276,0,30
PF00014684,,0,1,0,0,1,0,330000,1,0,0,0,0,-0.00374,1,0,0,0,0,-0.494990909,329799.25,1,0,0,0,0,1,0,0,0,1,0.00876,0,31
PF00014687,,0,1,0,0,1,0,682000,1,0,0,0,0,-0.00374,1,0,0,0,0,-0.494990909,681585.1167,1,0,0,0,0,1,0,0,0,1,0.00876,0,31
PF00014689,,0,1,0,0,1,0,121000,1,0,0,0,0,-0.00374,1,0,0,0,0,-0.494990909,120926.3917,1,0,0,0,0,1,0,0,0,1,0.00876,0,31
PF00015003,,0,1,0,0,1,0,102267000,1,0,0,0,0,-0.00172,1,0,0,0,0,-0.51169,102251489.5,1,0,0,0,0,1,0,0,0,1,0.00936,0,7
PF00015006,,0,1,0,1,0,0,3.30E+07,0,0,0,1,0,-0.00172,0,0,0,1,0,0.130684,33019775.18,1,0,0,0,0,0,1,0,0,1,-0.00924,-4,32
PF00015011,,0,1,0,0,1,0,315524000,1,0,0,0,0,-0.00172,1,0,0,0,0,-0.51169,315476145.5,1,0,0,0,0,1,0,0,0,1,0.00936,0,7
PF00015415,,1,0,1,0,0,0,28292000,0,0,1,0,0,-0.00131,0,0,0,0,1,1.732257727,28300726.06,1,1,0,0,0,0,0,0,0,1,-0.00444,0,30
PF00015416,,0,1,0,1,0,0,41250000,0,0,1,0,0,-0.00131,0,0,0,0,1,1.732257727,41268479.11,1,0,1,0,0,0,0,0,0,1,-0.00312,-1,63
PF00015419,,1,0,1,0,0,0,18315000,0,0,1,0,0,-0.00131,0,0,0,0,1,1.732257727,18325414.94,1,1,0,0,0,0,0,0,0,1,-0.00396,0,62
PF00015420,,1,0,1,0,0,0,30008000,0,0,1,0,0,-0.00131,0,0,0,0,1,1.732257727,30025064.24,1,1,0,0,0,0,0,0,0,1,-0.00396,0,62
PF00015423,,0,1,0,0,1,0,2.20E+07,1,0,0,0,0,-0.00131,1,0,0,0,0,-0.493136364,21920433.33,1,0,0,0,0,1,0,0,0,1,0.0168,-1,94
PF00013821,,0,1,0,0,1,0,44880000,1,0,0,0,0,-0.0027,1,0,0,0,0,-0.5414,44876073,1,0,0,0,0,1,0,0,0,1,0.0054,0,8
PF00013822,,0,1,0,0,1,0,49544000,1,0,0,0,0,-0.0027,1,0,0,0,0,-0.5414,49539664.9,1,0,0,0,0,1,0,0,0,1,0.0054,0,8
PF00014692,,0,1,0,0,1,0,1.43E+08,1,0,0,0,0,-0.00374,1,0,0,0,0,-0.494990909,142986097.2,1,0,0,0,0,1,0,0,0,1,0.006,0,7
PF00014693,,0,1,0,0,1,0,28842000,1,0,0,0,0,-0.00374,1,0,0,0,0,-0.494990909,28839195.92,1,0,0,0,0,1,0,0,0,1,0.006,0,7
PF00014694,,0,1,0,0,1,0,5335000,1,0,0,0,0,-0.00374,1,0,0,0,0,-0.494990909,5334481.319,1,0,0,0,0,1,0,0,0,1,0.006,0,7
PF00014915,,0,1,0,0,1,0,176000,1,0,0,0,0,-0.00187,1,0,0,0,0,-0.480409091,175973.3067,1,0,0,0,0,1,0,0,0,1,0.00936,0,7
PF00014916,,0,1,0,0,1,0,4224000,1,0,0,0,0,-0.00187,1,0,0,0,0,-0.480409091,4223359.36,1,0,0,0,0,1,0,0,0,1,0.00936,0,7
PF00014919,,0,1,0,0,1,0,283217000,1,0,0,0,0,-0.00187,1,0,0,0,0,-0.480409091,283173494.7,1,0,0,0,0,1,0,0,0,1,0.00948,0,7
PF00014920,,0,1,0,0,1,0,1.21E+08,1,0,0,0,0,-0.00187,1,0,0,0,0,-0.480409091,120981413.1,1,0,0,0,0,1,0,0,0,1,0.00948,0,7
PF00015009,,0,1,0,0,1,0,9647000,1,0,0,0,0,-0.00172,1,0,0,0,0,-0.51169,9645536.872,1,0,0,0,0,1,0,0,0,1,0.00936,0,7
PF00015014,,0,1,0,1,0,0,34100000,0,0,1,0,0,-0.00172,0,0,0,0,1,1.723958,34107636.32,1,0,1,0,0,0,0,0,0,1,-0.00312,-4,35
PF00015297,,0,1,0,0,1,0,34045000,1,0,0,0,0,-0.00157,1,0,0,0,0,-0.445556522,33934183.53,1,0,0,0,0,1,0,0,0,1,0.01512,0,93
PF00015305,,1,0,1,0,0,0,24640000,0,0,1,0,0,-0.00157,0,0,0,0,1,1.597373043,24648106.49,1,1,0,0,0,0,0,0,0,1,-0.00444,0,32
PF00015310,,0,1,0,1,0,0,50600000,0,0,1,0,0,-0.00157,0,0,0,0,1,1.597373043,50628464.45,1,0,1,0,0,0,0,0,0,1,-0.00264,-4,96
PF00015311,,0,1,0,1,0,0,15400000,0,0,1,0,0,-0.00157,0,0,0,0,1,1.597373043,15403714.01,1,0,1,0,0,0,0,0,0,1,-0.00336,-4,35
PF00015313,,0,1,0,1,0,0,234300000,0,0,1,0,0,-0.00157,0,0,0,0,1,1.597373043,234356506,1,0,1,0,0,0,0,0,0,1,-0.00336,-3,34
PF00015316,,0,1,0,0,1,0,205546000,1,0,0,0,0,-0.00157,1,0,0,0,0,-0.445556522,205506432.4,1,0,0,0,0,1,0,0,0,1,0.01188,0,7
PF00015387,,1,0,1,0,0,0,82500000,0,0,1,0,0,-0.00131,0,0,0,0,1,1.732257727,82525445.35,1,1,0,0,0,0,0,0,0,1,-0.00444,0,30
PF00015389,,0,1,0,0,1,0,31152000,1,0,0,0,0,-0.00131,1,0,0,0,0,-0.493136364,31121107.6,1,0,0,0,0,1,0,0,0,1,0.01428,0,30
PF00015390,,0,1,0,0,1,0,9306000,1,0,0,0,0,-0.00131,1,0,0,0,0,-0.493136364,9296771.55,1,0,0,0,0,1,0,0,0,1,0.01428,0,30
PF00015391,,0,1,0,0,1,0,2.20E+07,1,0,0,0,0,-0.00131,1,0,0,0,0,-0.493136364,21995251.67,1,0,0,0,0,1,0,0,0,1,0.01332,0,7
PF00015392,,0,1,0,0,1,0,42460000,1,0,0,0,0,-0.00131,1,0,0,0,0,-0.493136364,42313513,1,0,0,0,0,1,0,0,0,1,0.0162,0,92
PF00013998,,0,1,0,0,1,0,100166000,1,0,0,0,0,-0.00343,1,0,0,0,0,-0.451272727,99981694.56,1,0,0,0,0,1,0,0,0,1,0.00864,0,92
PF00013999,,0,1,0,0,1,0,133551000,1,0,0,0,0,-0.00343,1,0,0,0,0,-0.451272727,133305266.2,1,0,0,0,0,1,0,0,0,1,0.00864,0,92
PF00014002,,0,1,0,0,1,0,58938000,1,0,0,0,0,-0.00343,1,0,0,0,0,-0.451272727,58932842.93,1,0,0,0,0,1,0,0,0,1,0.0054,0,7
PF00014003,,0,1,0,0,1,0,12793000,1,0,0,0,0,-0.00343,1,0,0,0,0,-0.451272727,12791880.61,1,0,0,0,0,1,0,0,0,1,0.0054,0,7
PF00014005,,0,1,0,0,1,0,48312000,1,0,0,0,0,-0.00343,1,0,0,0,0,-0.451272727,48307772.7,1,0,0,0,0,1,0,0,0,1,0.0054,0,7
PF00014450,,0,1,0,1,0,0,31988000,0,1,0,0,0,-0.00372,0,0,1,0,0,0.746160455,31986159.7,1,0,0,1,0,0,0,0,0,1,0.0036,0,7
PF00014452,,0,1,0,0,1,0,34540000,1,0,0,0,0,-0.00372,1,0,0,0,0,-0.484519545,34536641.94,1,0,0,0,0,1,0,0,0,1,0.006,0,7
PF00014454,,0,1,0,0,1,0,155397000,1,0,0,0,0,-0.00372,1,0,0,0,0,-0.484519545,154964910,1,0,0,0,0,1,0,0,0,1,0.0132,0,91
PF00014455,,0,1,0,0,1,0,38500000,1,0,0,0,0,-0.00372,1,0,0,0,0,-0.484519545,38394125,1,0,0,0,0,1,0,0,0,1,0.0132,-1,91
PF00015492,,0,1,0,0,1,0,5.50E+07,1,0,0,0,0,-0.00121,1,0,0,0,0,-0.494028571,54801816.67,1,0,0,0,0,1,0,0,0,1,0.01692,0,92
PF00015493,,0,1,0,0,1,0,44264000,1,0,0,0,0,-0.00121,1,0,0,0,0,-0.494028571,44251606.08,1,0,0,0,0,1,0,0,0,1,0.01512,0,8
PF00015497,,0,1,0,1,0,0,1.10E+07,0,0,1,0,0,-0.00121,0,0,0,0,1,1.741088571,11003025.83,1,0,1,0,0,0,0,0,0,1,-0.0036,-1,35
PF00013078,,0,1,0,0,1,0,66374000,1,0,0,0,0,-0.00064,1,0,0,0,0,-0.611869565,66373686.57,1,0,0,0,0,1,0,0,0,1,0.00204,0,1
PF00013079,,0,1,0,0,1,0,2530000,1,0,0,0,0,-0.00064,1,0,0,0,0,-0.611869565,2529988.053,1,0,0,0,0,1,0,0,0,1,0.00204,0,1
PF00013080,,0,1,0,0,1,0,20383000,1,0,0,0,0,-0.00064,1,0,0,0,0,-0.611869565,20382903.75,1,0,0,0,0,1,0,0,0,1,0.00204,0,1
PF00013086,,0,1,0,1,0,0,1.65E+08,0,1,0,0,0,-0.00078,0,0,1,0,0,1.010132857,164982281.4,1,0,0,1,0,0,0,0,0,1,0.00672,-2,9
PF00013087,,0,1,0,1,0,0,1.43E+08,0,0,1,0,0,-0.00078,0,0,0,0,1,0.796607143,142976250.1,1,0,1,0,0,0,0,0,0,1,0.00078,-2,94
PF00013089,,0,1,0,0,1,0,1.32E+08,1,0,0,0,0,-0.00078,1,0,0,0,0,-0.54547619,131962380,1,0,0,0,0,1,0,0,0,1,0.00324,0,38
PF00013092,,0,1,0,0,1,0,124476000,1,0,0,0,0,-0.00078,1,0,0,0,0,-0.54547619,124449203.1,1,0,0,0,0,1,0,0,0,1,0.003,0,31
PF00013093,,0,1,0,0,1,0,48730000,1,0,0,0,0,-0.00078,1,0,0,0,0,-0.54547619,48728294.45,1,0,0,0,0,1,0,0,0,1,0.00216,0,7
PF00013094,,0,1,0,0,1,0,83952000,1,0,0,0,0,-0.00078,1,0,0,0,0,-0.54547619,83949061.68,1,0,0,0,0,1,0,0,0,1,0.00216,0,7
PF00013095,,0,1,0,0,1,0,120923000,1,0,0,0,0,-0.00078,1,0,0,0,0,-0.54547619,120852461.6,1,0,0,0,0,1,0,0,0,1,0.0042,0,60
PF00013099,,0,1,0,0,1,0,1.65E+08,1,0,0,0,0,-0.00078,1,0,0,0,0,-0.54547619,164956687.5,1,0,0,0,0,1,0,0,0,1,0.00324,0,35
PF00013101,,0,1,0,0,1,0,3520000,1,0,0,0,0,-0.00078,1,0,0,0,0,-0.54547619,3519876.8,1,0,0,0,0,1,0,0,0,1,0.00216,0,7
PF00013103,,0,1,0,0,1,0,107800000,1,0,0,0,0,-0.00078,1,0,0,0,0,-0.54547619,107799490.9,1,0,0,0,0,1,0,0,0,1,0.00204,0,1
PF00013104,,0,1,0,0,1,0,65989000,1,0,0,0,0,-0.00078,1,0,0,0,0,-0.54547619,65988688.39,1,0,0,0,0,1,0,0,0,1,0.00204,0,1
PF00013105,,0,1,0,0,1,0,2.20E+08,1,0,0,0,0,-0.00078,1,0,0,0,0,-0.54547619,219867388.9,1,0,0,0,0,1,0,0,0,1,0.0042,0,62
PF00013107,,0,1,0,0,1,0,8.80E+07,1,0,0,0,0,-0.00078,1,0,0,0,0,-0.54547619,87996920,1,0,0,0,0,1,0,0,0,1,0.00216,0,7
PF00013110,,0,1,0,0,1,0,60500000,1,0,0,0,0,-0.00078,1,0,0,0,0,-0.54547619,60463531.94,1,0,0,0,0,1,0,0,0,1,0.0042,0,62
PF00013112,,0,1,0,0,1,0,30140000,1,0,0,0,0,-0.00078,1,0,0,0,0,-0.54547619,30130053.8,1,0,0,0,0,1,0,0,0,1,0.00324,0,44
PF00013118,,0,1,0,1,0,0,7.70E+07,0,0,1,0,0,-0.00078,0,0,0,0,1,0.796607143,76997679.38,1,0,1,0,0,0,0,0,0,1,0.00042,-4,35
PF00013119,,0,1,0,1,0,0,1.10E+08,0,0,1,0,0,-0.00078,0,0,0,0,1,0.796607143,109992987.9,1,0,1,0,0,0,0,0,0,1,0.00054,-4,55
PF00013120,,0,1,0,1,0,0,5.50E+07,0,0,1,0,0,-0.00078,0,0,0,0,1,0.796607143,54996104.44,1,0,1,0,0,0,0,0,0,1,6.00E-04,-4,55
PF00013128,,0,1,0,0,1,0,38203000,1,0,0,0,0,-0.00078,1,0,0,0,0,-0.54547619,38201662.9,1,0,0,0,0,1,0,0,0,1,0.00216,0,7
PF00013129,,1,0,1,0,0,0,5.50E+07,0,0,1,0,0,-0.00078,0,0,0,0,1,0.796607143,54991476.32,1,1,0,0,0,0,0,0,0,1,0.00072,-1,94
PF00013131,,0,1,0,1,0,0,7040000,0,0,1,0,0,-0.00078,0,0,0,0,1,0.796607143,7039718.411,1,0,1,0,0,0,0,0,0,1,0.00054,-1,34
PF00013132,,0,1,0,1,0,0,3.30E+07,0,0,1,0,0,-0.00078,0,0,0,0,1,0.796607143,32998973.37,1,0,1,0,0,0,0,0,0,1,0.00042,-1,34
PF00013146,,0,1,0,1,0,0,7.70E+07,0,0,1,0,0,-0.00078,0,0,0,0,1,0.796607143,76997679.38,1,0,1,0,0,0,0,0,0,1,0.00042,-4,35
PF00013147,,1,0,1,0,0,0,42900000,0,0,1,0,0,-0.00078,0,0,0,0,1,0.796607143,42898337.69,1,1,0,0,0,0,0,0,0,1,0.00054,-4,35
PF00013148,,0,1,0,1,0,0,2.20E+07,0,0,0,0,1,-0.00078,0,1,0,0,0,0.151359524,21955570.46,1,0,0,0,0,0,0,1,0,1,0.0282,-4,35
PF00015636,,0,1,0,0,1,0,110000,1,0,0,0,0,-0.00114,1,0,0,0,0,-0.507438095,109990.8333,1,0,0,0,0,1,0,0,0,1,0.012,0,3
PF00015450,,0,1,0,1,0,0,2.20E+07,0,0,1,0,0,-0.00131,0,0,0,0,1,1.732257727,22010014.56,1,0,1,0,0,0,0,0,0,1,-0.00312,-4,67
PF00015451,,0,1,0,1,0,0,1.54E+08,0,1,0,0,0,-0.00131,0,0,1,0,0,0.635355909,153991140.2,1,0,0,1,0,0,0,0,0,1,0.0036,-4,11
PF00015456,,0,1,0,0,1,0,1782000,1,0,0,0,0,-0.00131,1,0,0,0,0,-0.493136364,1779989.805,1,0,0,0,0,1,0,0,0,1,0.01572,0,32
PF00015460,,0,1,0,0,1,0,2013000,1,0,0,0,0,-0.00131,1,0,0,0,0,-0.493136364,2010729.224,1,0,0,0,0,1,0,0,0,1,0.01572,0,32
PF00015461,,0,1,0,0,1,0,11000,1,0,0,0,0,-0.00131,1,0,0,0,0,-0.493136364,10987.59139,1,0,0,0,0,1,0,0,0,1,0.01572,0,32
PF00015463,,0,1,0,0,1,0,1034000,1,0,0,0,0,-0.00131,1,0,0,0,0,-0.493136364,1032833.591,1,0,0,0,0,1,0,0,0,1,0.01572,0,32
PF00015464,,0,1,0,0,1,0,143000,1,0,0,0,0,-0.00131,1,0,0,0,0,-0.493136364,142838.6881,1,0,0,0,0,1,0,0,0,1,0.01572,0,32
PF00015465,,0,1,0,0,1,0,98967000,1,0,0,0,0,-0.00131,1,0,0,0,0,-0.493136364,98932361.55,1,0,0,0,0,1,0,0,0,1,0.01512,0,11
PF00015469,,0,1,0,0,1,0,42482000,1,0,0,0,0,-0.00131,1,0,0,0,0,-0.493136364,42471674.51,1,0,0,0,0,1,0,0,0,1,0.015,0,7
PF00015470,,0,1,0,0,1,0,58817000,1,0,0,0,0,-0.00131,1,0,0,0,0,-0.493136364,58802704.2,1,0,0,0,0,1,0,0,0,1,0.015,0,7
PF00013891,,0,1,0,1,0,0,77957000,0,1,0,0,0,-0.00335,0,0,1,0,0,1.011681905,77949375.91,1,0,0,1,0,0,0,0,0,1,0.00612,-1,9
PF00013892,,0,1,0,0,1,0,19800000,1,0,0,0,0,-0.00335,1,0,0,0,0,-0.532171429,19798267.5,1,0,0,0,0,1,0,0,0,1,0.0054,0,7
PF00013893,,0,1,0,0,1,0,50424000,1,0,0,0,0,-0.00335,1,0,0,0,0,-0.532171429,50419587.9,1,0,0,0,0,1,0,0,0,1,0.0054,0,7
PF00015371,,0,1,0,1,0,0,3.30E+07,0,0,1,0,0,-0.00131,0,0,0,0,1,1.732257727,33021096.81,1,0,1,0,0,0,0,0,0,1,-0.003,-1,94
PF00015372,,0,1,0,0,1,0,143924000,1,0,0,0,0,-0.00131,1,0,0,0,0,-0.493136364,143445852.5,1,0,0,0,0,1,0,0,0,1,0.0156,0,92
PF00015373,,0,1,0,0,1,0,5533000,1,0,0,0,0,-0.00131,1,0,0,0,0,-0.493136364,5514618.144,1,0,0,0,0,1,0,0,0,1,0.0156,0,92
PF00015374,,0,1,0,0,1,0,4.40E+07,1,0,0,0,0,-0.00131,1,0,0,0,0,-0.493136364,43853822.22,1,0,0,0,0,1,0,0,0,1,0.0156,0,92
PF00015375,,0,1,0,0,1,0,4.40E+07,1,0,0,0,0,-0.00131,1,0,0,0,0,-0.493136364,43833166.67,1,0,0,0,0,1,0,0,0,1,0.0156,0,105
PF00015376,,1,0,1,0,0,0,7227000,0,0,1,0,0,-0.00131,0,0,0,0,1,1.732257727,7229377.662,1,1,0,0,0,0,0,0,0,1,-0.00444,0,32
PF00015381,,0,1,0,1,0,0,27500000,0,0,1,0,0,-0.00131,0,0,0,0,1,1.732257727,27512319.41,1,0,1,0,0,0,0,0,0,1,-0.00312,-4,66
PF00015480,,0,1,0,0,1,0,418000,1,0,0,0,0,-0.00121,1,0,0,0,0,-0.494028571,417543.6833,1,0,0,0,0,1,0,0,0,1,0.01572,0,30
PF00015481,,0,1,0,0,1,0,2200000,1,0,0,0,0,-0.00121,1,0,0,0,0,-0.494028571,2197598.333,1,0,0,0,0,1,0,0,0,1,0.01572,0,30
PF00015527,,0,1,0,1,0,0,4.40E+07,0,0,1,0,0,-0.00121,0,0,0,0,1,1.741088571,44012506.89,1,0,1,0,0,0,0,0,0,1,-0.00372,-2,35
PF00015528,,0,1,0,1,0,0,4.40E+07,0,0,1,0,0,-0.00121,0,0,0,0,1,1.741088571,44012506.89,1,0,1,0,0,0,0,0,0,1,-0.00372,-2,35
PF00015537,,0,1,0,0,1,0,59609000,1,0,0,0,0,-0.00121,1,0,0,0,0,-0.494028571,59535250.42,1,0,0,0,0,1,0,0,0,1,0.01572,0,34
PF00015538,,0,1,0,0,1,0,7524000,1,0,0,0,0,-0.00121,1,0,0,0,0,-0.494028571,7496993.02,1,0,0,0,0,1,0,0,0,1,0.01704,0,91
PF00015539,,0,1,0,0,1,0,24541000,1,0,0,0,0,-0.00121,1,0,0,0,0,-0.494028571,24452911.44,1,0,0,0,0,1,0,0,0,1,0.01704,0,91
PF00013156,,0,1,0,0,1,0,7821000,1,0,0,0,0,-0.00078,1,0,0,0,0,-0.54547619,7820711.058,1,0,0,0,0,1,0,0,0,1,0.00228,0,7
PF00013158,,0,1,0,1,0,0,69300000,0,0,1,0,0,-0.00078,0,0,0,0,1,0.796607143,69297844.07,1,0,1,0,0,0,0,0,0,1,0.00042,-2,34
PF00013159,,0,1,0,1,0,0,26400000,0,0,1,0,0,-0.00078,0,0,0,0,1,0.796607143,26396289.85,1,0,1,0,0,0,0,0,0,1,0.00066,-2,94
PF00013522,,0,1,0,0,1,0,27500000,1,0,0,0,0,-0.00161,1,0,0,0,0,-0.589765217,27480322.22,1,0,0,0,0,1,0,0,0,1,0.00552,0,56
PF00013523,,0,1,0,0,1,0,1.21E+08,1,0,0,0,0,-0.00161,1,0,0,0,0,-0.589765217,120995529.7,1,0,0,0,0,1,0,0,0,1,0.00228,0,7
PF00013525,,0,1,0,0,1,0,53878000,1,0,0,0,0,-0.00161,1,0,0,0,0,-0.589765217,53838264.98,1,0,0,0,0,1,0,0,0,1,0.0054,0,59
PF00015170,,0,1,0,1,0,0,1.10E+07,0,0,1,0,0,-0.00151,0,0,0,0,1,1.509442,11002383.85,1,0,1,0,0,0,0,0,0,1,-0.00312,0,30
PF00015177,,1,0,1,0,0,0,66814000,0,0,1,0,0,-0.00151,0,0,0,0,1,1.509442,66834607.34,1,1,0,0,0,0,0,0,0,1,-0.00444,0,30
PF00015178,,1,0,1,0,0,0,22000,0,0,1,0,0,-0.00151,0,0,0,0,1,1.509442,22006.78543,1,1,0,0,0,0,0,0,0,1,-0.00444,0,30
PF00015179,,1,0,1,0,0,0,8.80E+07,0,0,1,0,0,-0.00151,0,0,0,0,1,1.509442,88067897.9,1,1,0,0,0,0,0,0,0,1,-0.00366,0,91
PF00015304,,0,1,0,1,0,0,1.54E+08,0,1,0,0,0,-0.00157,0,0,1,0,0,0.604267391,153991140.2,1,0,0,1,0,0,0,0,0,1,0.0036,-5,12
PF00015323,,0,1,0,0,1,0,98747000,1,0,0,0,0,-0.00157,1,0,0,0,0,-0.445556522,98722313.25,1,0,0,0,0,1,0,0,0,1,0.012,-1,10
PF00013487,,1,0,1,0,0,0,2.20E+07,0,0,1,0,0,-0.00119,0,0,0,0,1,0.93437381,21998863.39,1,1,0,0,0,0,0,0,0,1,0.00036,-2,64
PF00013488,,0,1,0,1,0,0,1.10E+08,0,1,0,0,0,-0.00119,0,0,1,0,0,1.037826667,109988820.3,1,0,0,1,0,0,0,0,0,1,0.00636,-2,9
PF00013489,,0,1,0,1,0,0,4.40E+07,0,0,1,0,0,-0.00119,0,0,0,0,1,0.93437381,43998991.69,1,0,1,0,0,0,0,0,0,1,3.00E-04,-2,35
PF00013490,,0,1,0,0,1,0,10428000,1,0,0,0,0,-0.00161,1,0,0,0,0,-0.589765217,10413183.55,1,0,0,0,0,1,0,0,0,1,0.0066,0,93
PF00013492,,0,1,0,1,0,0,5.50E+07,0,1,0,0,0,-0.00161,0,0,1,0,0,0.96037087,54994410.16,1,0,0,1,0,0,0,0,0,1,0.00636,0,7
PF00013496,,0,1,0,0,1,0,131747000,1,0,0,0,0,-0.00161,1,0,0,0,0,-0.589765217,131561822.3,1,0,0,0,0,1,0,0,0,1,0.0066,0,92
PF00013497,,0,1,0,0,1,0,8.80E+07,1,0,0,0,0,-0.00161,1,0,0,0,0,-0.589765217,87874966.67,1,0,0,0,0,1,0,0,0,1,0.0066,0,93
PF00013501,,0,1,0,0,1,0,74470000,1,0,0,0,0,-0.00161,1,0,0,0,0,-0.589765217,74411354.88,1,0,0,0,0,1,0,0,0,1,0.0054,0,63
PF00013502,,0,1,0,0,1,0,1.21E+08,1,0,0,0,0,-0.00161,1,0,0,0,0,-0.589765217,120904712.5,1,0,0,0,0,1,0,0,0,1,0.0054,0,63
PF00013503,,0,1,0,1,0,0,11924000,0,1,0,0,0,-0.00161,0,0,1,0,0,0.96037087,11922788.12,1,0,0,1,0,0,0,0,0,1,0.00636,-1,8
PF00013509,,0,1,0,1,0,0,86900000,0,0,1,0,0,-0.00161,0,0,0,0,1,0.989865217,86897610.32,1,0,1,0,0,0,0,0,0,1,0.00036,-2,35
PF00013511,,0,1,0,1,0,0,12100000,0,0,1,0,0,-0.00161,0,0,0,0,1,0.989865217,12098623.78,1,0,1,0,0,0,0,0,0,1,0.00054,-2,93
PF00013512,,0,1,0,1,0,0,2.20E+07,0,0,1,0,0,-0.00161,0,0,0,0,1,0.989865217,21997497.78,1,0,1,0,0,0,0,0,0,1,0.00054,-2,93
PF00013514,,0,1,0,0,1,0,27500000,1,0,0,0,0,-0.00161,1,0,0,0,0,-0.589765217,27460377.08,1,0,0,0,0,1,0,0,0,1,0.00684,0,91
PF00013515,,0,1,0,0,1,0,158895000,1,0,0,0,0,-0.00161,1,0,0,0,0,-0.589765217,158894293.8,1,0,0,0,0,1,0,0,0,1,0.00192,0,1
PF00013516,,0,1,0,0,1,0,51997000,1,0,0,0,0,-0.00161,1,0,0,0,0,-0.589765217,51996768.9,1,0,0,0,0,1,0,0,0,1,0.00192,0,1
PF00013517,,0,1,0,0,1,0,53031000,1,0,0,0,0,-0.00161,1,0,0,0,0,-0.589765217,53030764.31,1,0,0,0,0,1,0,0,0,1,0.00192,0,1
PF00013519,,0,1,0,0,1,0,26378000,1,0,0,0,0,-0.00161,1,0,0,0,0,-0.589765217,26371867.12,1,0,0,0,0,1,0,0,0,1,0.00324,0,31
PF00013520,,0,1,0,0,1,0,82500000,1,0,0,0,0,-0.00161,1,0,0,0,0,-0.589765217,82383033.33,1,0,0,0,0,1,0,0,0,1,0.00696,0,88
PF00013599,,0,1,0,0,1,0,33803000,1,0,0,0,0,-0.00161,1,0,0,0,0,-0.589765217,33800042.24,1,0,0,0,0,1,0,0,0,1,0.0054,0,7
PF00013600,,0,1,0,0,1,0,80201000,1,0,0,0,0,-0.00161,1,0,0,0,0,-0.589765217,80193982.41,1,0,0,0,0,1,0,0,0,1,0.0054,0,7
PF00013601,,0,1,0,0,1,0,98417000,1,0,0,0,0,-0.00161,1,0,0,0,0,-0.589765217,98408388.51,1,0,0,0,0,1,0,0,0,1,0.0054,0,7
PF00013609,,1,0,1,0,0,0,1.10E+07,0,0,1,0,0,-0.00161,0,0,0,0,1,0.989865217,10999175.06,1,1,0,0,0,0,0,0,0,1,0.00036,0,90
PF00013610,,0,1,0,0,1,0,4.40E+07,1,0,0,0,0,-0.00161,1,0,0,0,0,-0.589765217,43996150,1,0,0,0,0,1,0,0,0,1,0.0054,0,7
PF00013611,,0,1,0,0,1,0,49588000,1,0,0,0,0,-0.00161,1,0,0,0,0,-0.589765217,49583661.05,1,0,0,0,0,1,0,0,0,1,0.0054,0,7
PF00013612,,0,1,0,0,1,0,101904000,1,0,0,0,0,-0.00161,1,0,0,0,0,-0.589765217,101895083.4,1,0,0,0,0,1,0,0,0,1,0.0054,0,7
PF00013613,,0,1,0,0,1,0,28864000,1,0,0,0,0,-0.00161,1,0,0,0,0,-0.589765217,28861474.4,1,0,0,0,0,1,0,0,0,1,0.0054,0,7
PF00013619,,0,1,0,0,1,0,4235000,1,0,0,0,0,-0.0021,1,0,0,0,0,-0.580104762,4234629.438,1,0,0,0,0,1,0,0,0,1,0.0054,0,7
PF00015306,,0,1,0,0,1,0,56617000,1,0,0,0,0,-0.00157,1,0,0,0,0,-0.445556522,56606101.23,1,0,0,0,0,1,0,0,0,1,0.01188,0,7
PF00015309,,0,1,0,0,1,0,96239000,1,0,0,0,0,-0.00157,1,0,0,0,0,-0.445556522,95932478.79,1,0,0,0,0,1,0,0,0,1,0.01512,0,91
